,v,diff,date,dt,event,time_elapsed,pos
0,109,0.017344113457972495,2020-07-14 04:55:53.411956,20.964098479999997,1,0.0,0
1,425,0.004685140167172432,2020-07-14 05:25:43.923871,17.90511915,1,17.90511915,1
2,100,0.003568001589548116,2020-07-14 06:00:37.471522,20.935476509999997,1,38.84059566,1
3,93226,0.004283052066287606,2020-07-14 06:28:56.174016,16.987024939999998,1,55.827620599999996,1
4,40165,0.001998547176842455,2020-07-14 06:31:35.587430,1.59413414,0,57.42175474,1
5,14409,0.005971787562634755,2020-07-14 06:38:15.224495,3.9963706500000002,1,61.41812539,1
6,23555,0.0023482669750517202,2020-07-14 06:40:01.217658,1.05993163,1,62.47805702,0
7,47024,0.005713005790223756,2020-07-14 06:49:37.273148,5.7605549,1,68.23861192,0
8,50254,0.004283442411711411,2020-07-14 06:51:01.294639,0.8402149099999999,1,69.07882683,0
9,65856,0.004283442411711326,2020-07-14 06:59:53.168532,5.318738929999999,1,74.39756575999999,1
10,31696,0.0012740014463184046,2020-07-14 07:02:31.834657,1.58666125,0,75.98422701,0
11,63384,0.0009109957813240114,2020-07-14 07:07:46.239006,3.14404349,0,79.1282705,0
12,24319,0.008604172074587812,2020-07-14 07:10:28.986478,1.62747472,1,80.75574522,0
13,105596,0.0032123381301837994,2020-07-14 07:18:46.718300,4.97731822,1,85.73306344,1
14,16218,0.0009167584067080448,2020-07-14 07:21:40.942416,1.74224116,0,87.4753046,0
15,97603,0.00411881045418801,2020-07-14 07:28:40.387760,4.19445344,1,91.66975804,1
16,18602,0.005737981953021395,2020-07-14 07:30:30.995425,1.1060766499999999,1,92.77583469000001,1
17,17108,0.005190086769924452,2020-07-14 07:35:09.040749,2.78045324,1,95.55628793000001,0
18,21621,0.0031900861032573753,2020-07-14 07:40:19.226852,3.1018610300000002,1,98.65814896,1
19,16608,0.0017275087262008074,2020-07-14 07:49:15.513788,5.3628693599999995,0,104.02101832000001,1
20,19140,9.08388972782318e-05,2020-07-14 07:54:19.049689,3.03535901,0,107.05637733,1
21,11396,0.0032754100796039765,2020-07-14 07:55:43.158535,0.84108846,1,107.89746579,0
22,18685,0.0008205315681227368,2020-07-14 08:04:50.419832,5.47261297,0,113.37007876,0
23,31328,0.00245957764622385,2020-07-14 08:07:27.221246,1.5680141399999998,1,114.9380929,1
24,16009,0.002498922220910913,2020-07-14 08:13:35.579291,3.68358045,1,118.62167335,1
25,5468,0.0026737377993168994,2020-07-14 08:18:10.090756,2.7451146499999997,1,121.366788,1
26,8797,0.0029941594151770157,2020-07-14 08:22:51.975281,2.81884525,1,124.18563325,0
27,10519,0.0007692493205651825,2020-07-14 08:28:05.701730,3.13726449,0,127.32289774,0
28,10286,0.002314133119751831,2020-07-14 08:33:38.084297,3.3238256699999997,1,130.64672341,1
29,14283,0.0012698414404758189,2020-07-14 08:35:26.864885,1.08780588,0,131.73452928999998,0
30,12404,0.0016323573045147843,2020-07-14 08:42:21.718080,4.148531950000001,0,135.88306124,1
31,26513,0.0016296970560315447,2020-07-14 08:45:45.516145,2.03798065,0,137.92104189,1
32,9576,0.00027143180442609674,2020-07-14 08:54:01.488903,4.95972758,0,142.88076947,0
33,9516,0.0007236544865776607,2020-07-14 08:57:55.851680,2.34362777,0,145.22439724,1
34,33066,0.0005423974097900435,2020-07-14 09:03:40.138292,3.4428661199999997,0,148.66726336,1
35,6206,0.0013565455392512322,2020-07-14 09:09:37.275340,3.57137048,0,152.23863384,0
36,32437,0.001356545539251153,2020-07-14 09:14:09.069478,2.7179413799999996,0,154.95657522000002,1
37,10919,0.0021666524680656733,2020-07-14 09:16:16.099508,1.2703003,1,156.22687552000002,1
38,6875,0.00144391325510753,2020-07-14 09:20:14.072724,2.37973216,0,158.60660768000002,0
39,5989,0.0,2020-07-14 09:27:14.915594,4.2084287,0,162.81503638000004,0
40,11740,9.030568480404226e-05,2020-07-14 09:32:14.586739,2.9967114500000003,0,165.81174783000003,1
41,10185,0.0020747831176513294,2020-07-14 09:35:00.823617,1.66236878,1,167.47411661000004,1
42,7187,0.0015331201992888597,2020-07-14 09:44:14.281484,5.534578669999999,0,173.00869528000004,0
43,7279,0.000902120043137929,2020-07-14 09:47:58.792186,2.2451070200000003,0,175.25380230000005,1
44,6968,0.0012631960535603077,2020-07-14 09:51:07.137332,1.88345146,0,177.13725376000005,0
45,11121,0.0017168937484508312,2020-07-14 09:58:58.456404,4.71319072,0,181.85044448000005,0
46,6627,0.0002713581491933591,2020-07-14 10:03:54.593547,2.96137143,0,184.81181591000006,0
47,26443,0.00045242728003340183,2020-07-14 10:08:16.382693,2.61789146,0,187.42970737000007,0
48,6496,0.0009950699631508426,2020-07-14 10:10:07.534144,1.11151451,0,188.54122188000008,1
49,3818,9.042000096577324e-05,2020-07-14 10:16:35.517340,3.87983196,0,192.42105384000007,0
50,7345,0.0017165835176891067,2020-07-14 10:24:24.781308,4.69263968,0,197.11369352000008,1
51,13578,9.026492762374025e-05,2020-07-14 10:28:33.189260,2.48407952,0,199.59777304000008,1
52,9750,0.003154150319193548,2020-07-14 10:33:29.106368,2.95917108,1,202.55694412000008,1
53,9068,0.0007195539076427891,2020-07-14 10:39:16.835217,3.4772884900000003,0,206.0342326100001,1
54,11426,0.00017980760634606744,2020-07-14 10:43:00.067391,2.2323217399999997,0,208.2665543500001,1
55,7824,0.00035964754928199136,2020-07-14 10:46:13.289018,1.93221627,0,210.1987706200001,0
56,18698,0.001976462776187346,2020-07-14 10:52:52.278596,3.98989578,0,214.1886664000001,1
