,v,diff,date,dt,event,time_elapsed,pos
0,1000,0.017904638385480877,2020-05-07 06:03:17.954904,2.07086657,1,0.0,1
1,1000,0.00210032522521403,2020-05-07 06:13:28.341756,6.10386852,0,6.10386852,0
2,100,0.011562525251903892,2020-05-07 06:17:43.106077,2.54764321,1,8.65151173,0
3,202305,0.0010576415581356672,2020-05-07 06:25:17.120745,4.540146679999999,0,13.191658409999999,1
4,107388,0.008421102396408125,2020-05-07 06:34:20.706233,5.435854880000001,1,18.62751329,1
5,79715,0.0010476690324439056,2020-05-07 06:39:47.603842,3.26897609,0,21.89648938,1
6,112171,0.0012766716188670941,2020-05-07 06:42:57.907825,1.90303983,0,23.79952921,1
7,91299,0.003945272362284607,2020-05-07 06:46:35.249225,2.1734139999999997,1,25.97294321,1
8,65962,0.0012700265081406674,2020-05-07 06:50:08.265253,2.13016028,0,28.103103490000002,1
9,97620,0.0008111396956839371,2020-05-07 06:55:28.319799,3.2005454600000003,0,31.303648950000003,1
10,68447,0.005733661785398882,2020-05-07 07:00:42.291917,3.1397211800000004,1,34.443370130000005,0
11,66434,0.0010449321744935213,2020-05-07 07:07:27.467784,4.05175867,0,38.4951288,1
12,49535,0.0015678080033996215,2020-05-07 07:12:18.380660,2.9091287599999998,0,41.404257560000005,0
13,35356,0.0005228758289062747,2020-05-07 07:15:34.831590,1.9645093,0,43.36876686000001,1
14,75513,0.0026102860031307347,2020-05-07 07:20:01.645548,2.66813958,0,46.03690644000001,1
15,42309,0.0020876834304839552,2020-05-07 07:25:41.636473,3.39990925,0,49.43681569000001,0
16,261514,0.002087683430483895,2020-05-07 07:31:37.474942,3.5583846899999996,0,52.99520038000001,1
17,257582,0.0010432969125776746,2020-05-07 07:35:22.670648,2.25195706,0,55.24715744000001,0
18,95036,0.002085506491021361,2020-05-07 07:44:03.709843,5.210391949999999,0,60.45754939000001,1
19,108460,0.00836824967051658,2020-05-07 07:45:03.076898,0.59367055,1,61.05121994000001,0
20,70850,0.002622608374436982,2020-05-07 07:53:28.481106,5.054042079999999,0,66.10526202000001,1
21,46910,0.0020975361649462334,2020-05-07 07:59:01.386086,3.3290498000000004,0,69.43431182000002,0
22,32836,0.0015735644474303165,2020-05-07 08:01:13.969493,1.32583407,0,70.76014589000002,1
23,57529,0.0,2020-05-07 08:07:57.169044,4.03199551,0,74.79214140000002,0
24,43784,0.0005239717175157599,2020-05-07 08:11:24.830898,2.07661854,0,76.86875994000002,1
25,45202,0.0026157482871519613,2020-05-07 08:18:44.705461,4.3987456300000005,0,81.26750557000003,1
26,42384,0.0015686277726265983,2020-05-07 08:23:32.149108,2.87443647,0,84.14194204000003,0
27,355248,0.0005231493710737459,2020-05-07 08:25:47.350820,1.35201712,0,85.49395916000003,1
28,131464,0.0036544023963532768,2020-05-07 08:34:23.667266,5.163164460000001,1,90.65712362000004,1
29,43932,0.0015620935225377284,2020-05-07 08:36:39.244052,1.35576786,0,92.01289148000004,1
30,39555,0.006224086483001885,2020-05-07 08:41:32.439813,2.93195761,1,94.94484909000003,1
31,25764,0.0020661164374719087,2020-05-07 08:49:15.024412,4.62584599,0,99.57069508000004,1
32,74339,0.0005158627919403439,2020-05-07 08:50:39.604885,0.84580473,0,100.41649981000003,1
33,58784,0.0015459936086185326,2020-05-07 08:58:17.279378,4.57674493,0,104.99324474000004,1
34,34825,0.001030396793896522,2020-05-07 09:04:14.049455,3.56770077,0,108.56094551000004,0
35,59709,0.0,2020-05-07 09:05:31.607194,0.77557739,0,109.33652290000003,0
36,36977,0.002059732963010784,2020-05-07 09:14:40.573999,5.489668050000001,0,114.82619095000004,1
37,43353,0.0010282777255660649,2020-05-07 09:18:11.403057,2.1082905800000002,0,116.93448153000004,1
38,26623,0.002057613894680154,2020-05-07 09:23:52.992308,3.41589251,0,120.35037404000005,0
39,64649,0.0,2020-05-07 09:25:35.873752,1.02881444,0,121.37918848000005,0
40,55562,0.0,2020-05-07 09:34:53.255632,5.573818800000001,0,126.95300728000005,0
41,44138,0.003094381014748023,2020-05-07 09:37:24.958848,1.51703216,0,128.47003944000005,0
42,54836,0.0020682530640589573,2020-05-07 09:44:26.395234,4.214363860000001,0,132.68440330000004,0
43,47746,0.0010357328735320908,2020-05-07 09:46:44.454434,1.380592,0,134.06499530000005,0
44,35046,0.0,2020-05-07 09:52:32.720129,3.48265695,0,137.54765225000006,0
45,33064,0.0,2020-05-07 09:55:00.814086,1.4809395699999999,0,139.02859182000006,0
46,56537,0.0010357328735321183,2020-05-07 10:03:27.315600,5.06501514,0,144.09360696000005,1
47,59072,0.0005174644358674351,2020-05-07 10:07:21.726032,2.34410432,0,146.43771128000006,1
48,72277,0.0020714663026017424,2020-05-07 10:10:32.285519,1.9055948699999998,0,148.34330615000005,0
49,125262,0.002595381680077287,2020-05-07 10:19:25.285935,5.33000416,0,153.67331031000003,0
50,71776,0.003631651202862767,2020-05-07 10:23:11.949231,2.26663296,0,155.93994327000004,1
51,78674,0.0005180005295830807,2020-05-07 10:26:11.022627,1.79073396,0,157.73067723000005,0
52,55353,0.003620381508064698,2020-05-07 10:30:11.503622,2.40480995,0,160.13548718000004,1
53,46228,0.0010330579431136776,2020-05-07 10:39:16.965249,5.45461627,0,165.59010345000004,0
54,48132,0.0010341262555514038,2020-05-07 10:40:35.367756,0.78402507,0,166.37412852000006,0
55,39159,0.0005171968049087742,2020-05-07 10:48:03.150223,4.47782467,0,170.85195319000005,1
56,26687,0.002070394114308402,2020-05-07 10:54:49.713594,4.06563371,0,174.91758690000006,0
