,v,diff,date,dt,event,time_elapsed,pos
0,5439,0.0033756662821831014,2020-07-21 06:31:55.697601,2.36600185,1,0.0,0
1,1163,0.0018499904733339343,2020-07-21 06:36:32.659133,2.7696153199999998,0,2.7696153199999998,1
2,133,0.008880413574157676,2020-07-21 06:42:00.184520,3.2752538700000002,1,6.04486919,1
3,1991,0.0003983270317554574,2020-07-21 06:46:52.942174,2.92757654,0,8.97244573,0
4,292,0.0003187759032413993,2020-07-21 06:52:28.135828,3.3519365399999996,0,12.324382270000001,0
5,2008,0.002473964790813886,2020-07-21 06:55:09.831515,1.6169568699999999,1,13.94133914,0
6,3695,0.0007987220871908307,2020-07-21 07:04:10.540876,5.4070936099999996,0,19.34843275,1
7,934,0.0044810829564793635,2020-07-21 07:07:39.459814,2.08918938,1,21.43762213,0
8,1112,0.0001603849241609755,2020-07-21 07:13:46.185640,3.6672582599999997,0,25.10488039,1
9,6440,0.000956274581418405,2020-07-21 07:19:00.300745,3.1411510500000004,0,28.246031440000003,0
10,1631,0.0003145804870482641,2020-07-21 07:21:12.631058,1.32330313,0,29.569334570000002,1
11,4186,0.00040110706085101086,2020-07-21 07:29:17.583252,4.84952194,0,34.418856510000005,1
12,2722,0.0011235054548304369,2020-07-21 07:31:20.758227,1.23174975,0,35.65060626,0
13,3972,0.0011247691392268601,2020-07-21 07:35:39.169254,2.58411027,0,38.23471653,0
14,1156,0.0006428801250023521,2020-07-21 07:41:47.685995,3.68516741,0,41.91988394,1
15,367,0.0017657922559093746,2020-07-21 07:48:31.019379,4.03333384,0,45.953217779999996,1
16,629,0.0007163752203095992,2020-07-21 07:53:55.434009,3.2441462999999997,0,49.19736407999999,0
17,617,7.462965039488006e-05,2020-07-21 07:55:59.897172,1.24463163,0,50.44199570999999,1
18,1152,0.00040113924080755696,2020-07-21 08:01:17.976547,3.1807937500000003,0,53.62278945999999,1
19,4706,0.0018465743274473578,2020-07-21 08:06:35.720492,3.17743945,0,56.800228909999994,0
20,652,0.0015280070526981163,2020-07-21 08:10:26.882064,2.3116157200000003,0,59.11184462999999,0
21,641,0.0013672741101355707,2020-07-21 08:16:16.425934,3.4954387000000002,0,62.607283329999994,1
22,1660,0.001846870882693111,2020-07-21 08:20:23.094634,2.466687,0,65.07397033,1
23,1128,0.000441138143545768,2020-07-21 08:26:25.078352,3.61983718,0,68.69380751,1
24,2038,0.00036091673240816837,2020-07-21 08:32:43.347026,3.78268674,0,72.47649425,0
25,324,0.000160449258266329,2020-07-21 08:37:41.282599,2.97935573,0,75.45584998,0
26,1331,0.0012828738128891231,2020-07-21 08:43:33.523257,3.52240658,0,78.97825655999999,1
27,766,0.0018446490373260252,2020-07-21 08:49:11.735195,3.38211938,0,82.36037594,0
28,1978,0.0026526280575696723,2020-07-21 08:50:31.059730,0.79324535,1,83.15362129,0
29,1139,0.000643707778905692,2020-07-21 08:56:35.499100,3.6443937,0,86.79801499,1
30,782,0.0012861738107443066,2020-07-21 09:01:23.669443,2.88170343,0,89.67971842,1
31,450,0.0017286783938643099,2020-07-21 09:08:52.961160,4.49291717,0,94.17263559,0
32,1606,0.0003621949050602695,2020-07-21 09:15:36.424441,4.03463281,0,98.2072684,0
33,4435,0.0019339248573835954,2020-07-21 09:20:44.524376,3.0809993500000004,0,101.28826775,0
34,1164,0.0007256601810067753,2020-07-21 09:25:58.243617,3.13719241,0,104.42546016,1
35,1939,0.0009522344795177391,2020-07-21 09:32:53.595909,4.1535229199999995,0,108.57898308,1
36,662,0.0012746851070595821,2020-07-21 09:37:25.410471,2.71814562,0,111.2971287,0
37,715,0.000443539452040674,2020-07-21 09:47:32.570449,6.071599780000001,0,117.36872848,0
38,654,0.0005241618570506617,2020-07-21 09:53:18.382521,3.45812072,0,120.8268492,1
39,498,0.0006447453479313111,2020-07-21 09:56:49.522998,2.11140477,0,122.93825397,1
40,572,0.0008858466454061872,2020-07-21 10:03:38.543020,4.09020022,0,127.02845419,1
41,2673,0.0013666902206495714,2020-07-21 10:08:58.134849,3.1959182900000003,0,130.22437248,1
42,344,0.0018497820174843992,2020-07-21 10:10:55.063315,1.16928466,0,131.39365714,0
43,364,0.0002415750706276738,2020-07-21 10:17:54.692124,4.1962880899999995,0,135.58994522999998,1
44,200,0.00024157507062768594,2020-07-21 10:24:35.584995,4.00892871,0,139.59887393999998,0
45,535,0.0008862748837792593,2020-07-21 10:27:40.963508,1.85378513,0,141.45265906999998,0
46,822,0.000483520035208096,2020-07-21 10:33:55.814836,3.74851328,0,145.20117234999998,1
47,668,0.00016114736961805808,2020-07-21 10:39:46.738655,3.5092381899999996,0,148.71041053999997,0
48,556,0.0013689256073417405,2020-07-21 10:43:36.367161,2.2962850599999998,0,151.00669559999997,1
49,1230,0.00040243068674623004,2020-07-21 10:45:15.472351,0.9910519,0,151.99774749999997,0
50,541,8.04990944287561e-05,2020-07-21 10:51:51.248879,3.95776528,0,155.95551277999996,1
51,1676,0.0003219315923174901,2020-07-21 10:57:49.482818,3.58233939,0,159.53785216999995,1
52,1536,0.0003218279857208837,2020-07-21 11:00:27.884441,1.58401623,0,161.12186839999995,1
53,1123,0.0020566545314818943,2020-07-21 11:08:11.468236,4.63583795,1,165.75770634999995,0
54,2240,0.0007628583525948213,2020-07-21 11:12:40.863090,2.69394854,0,168.45165488999996,0
55,985,0.00048391000218447774,2020-07-21 11:21:35.996405,5.35133315,0,173.80298803999995,1
56,1356,8.062890550642296e-05,2020-07-21 11:25:55.249187,2.5925278200000004,0,176.39551585999993,1
